Ensembl_ID	Oma-1_042310	Oma-1_IP	Lin-41_IP	baseMean	Oma1_padj	Lin41_padj	biotype	name	external_name	mapq_effect	oma1_042310_fpkm	lysRZ_fpkm	oma1_fpkm	lin41_fpkm	gonad.baseMean	gonadLog2FoldChange	gonadPadj	oocyte_fpkm	sperm_fpkm		
WBGene00006483	0.615803991	0.655946652	3.560819839	10122.20568	9.91E-12	0.00E+00	protein_coding	dgk-4	dgk-4	FALSE	78.81	51.48	81.18	609.51	4904.883793	-0.681218199	0.001917792	37.389	23.308		
WBGene00011303	5.150113898	5.11308825	3.56012824	2050.601414	0.00E+00	1.62E-167	protein_coding	R166.3	R166.3	FALSE	593.93	16.66	582.96	198.25	401.690322	-0.072834322	0.762556442	16.771	15.955		
WBGene00045291	4.233824854	3.98044614	3.55542024	388.4993343	6.40E-97	2.61E-75	protein_coding	F23D12.10	F23D12.10	FALSE	40.57	2.11	33.83	25.18	80.74018015	-6.619879775	7.94E-43	2.58	0.026		
WBGene00012514	3.636589057	3.175518801	3.543221651	403.8327902	1.68E-66	3.06E-82	protein_coding	Y26E6A.3	Y26E6A.3	FALSE	84.11	6.71	60.99	78.77	1645.618941	5.676793393	0	2.266	116.221		
WBGene00013095	6.319553347	6.318643757	3.543048927	19288.28211	0.00E+00	8.57E-303	protein_coding	ing-3	ing-3	FALSE	2489.39	31.17	2504.07	364.86	2200.009981	-1.27724747	1.07E-12	50.788	20.946		
WBGene00011366	4.991949419	4.416541608	3.530952533	220.2075331	7.78E-68	1.30E-41	protein_coding	T02C1.2	T02C1.2	FALSE	51.98	1.57	34.23	18.47	33.20636536	-4.962604577	6.80E-24	1.819	0.06		
WBGene00194952	2.402581445	2.182231648	3.523135674	2.58688431	1.46E-01	1.13E-02	protein_coding	ZK666.14	ZK666.14	FALSE	0.58	0	0.26	0.9	NA	NA	NA	NA	NA		
WBGene00007710	1.474919834	1.242490776	3.521309969	4802.818359	4.62E-25	2.79E-195	protein_coding	rsa-1	rsa-1	FALSE	220.62	79.59	188.74	918.76	4915.625946	-0.448090693	4.76E-05	123.038	90.2		
WBGene00007589	6.372357289	5.871357218	3.520596588	2030.075238	0.00E+00	1.49E-137	protein_coding	erg-28	erg-28	FALSE	919	11	653.63	127.72	197.695421	-2.504592547	1.25E-42	15.666	2.763		
WBGene00016206	5.735107432	4.965747213	3.519172154	634.945596	2.84E-182	3.03E-86	pseudogene		C29E4.9	FALSE	167.26	3.06	97.23	35.58	132.0687088	-3.408601084	5.96E-54	6.464	0.606		
WBGene00010828	2.901210109	2.320059954	3.517966086	6915.231351	2.74E-128	8.29E-295	protein_coding	M02B1.3	M02B1.3	FALSE	561.03	75.05	375.58	862.56	4568.769823	-0.890545988	8.96E-17	107.494	57.987		
WBGene00007643	0.543516131	0.668107717	3.516139107	4923.401362	1.09E-12	0.00E+00	protein_coding	marc-3	marc-3	FALSE	118.85	81.53	129.64	935.52	4147.83799	-2.389717139	5.90E-50	138.484	26.413		
WBGene00019726	0.933289726	0.999502006	3.515886264	2420.331755	1.04E-21	1.01E-269	protein_coding	bris-1	bris-1	FALSE	42.62	22.31	44.63	255.95	1873.589081	-2.479903564	3.76E-33	39.494	7.07		
WBGene00013740	4.517229187	4.275016343	3.509155141	4108.220623	0.00E+00	1.68E-222	protein_coding	hut-1	hut-1	FALSE	653.15	28.54	556.16	326.81	2139.21609	-0.036227578	0.791828339	50.349	49.124		
WBGene00011324	4.34892051	3.832094976	3.507018857	3595.658601	3.75E-275	1.92E-228	protein_coding	T01C3.9	T01C3.9	FALSE	671.19	32.88	470.62	375.53	1957.803284	-0.2739002	0.005630809	55.907	46.231		
WBGene00000003	1.874395706	1.185459789	3.499396992	156.9215153	2.39E-05	2.83E-42	protein_coding	aat-2	aat-2	FALSE	7.6	2.05	4.68	23.58	206.6364099	1.070443365	2.14E-05	2.294	4.818		
WBGene00021795	6.910937222	6.814230489	3.493339436	14866.96992	0.00E+00	1.58E-167	protein_coding	Y52E8A.2	Y52E8A.2	FALSE	4445.09	37.25	4246.81	422.95	1235.729799	-0.60449898	0.002608073	52.22	34.344		
WBGene00001008	1.031214836	-0.219573888	3.491174042	1492.318857	1.00E+00	4.92E-153	protein_coding	dlk-1	dlk-1	FALSE	23.08	11.34	9.72	128.12	358.8302169	-0.455588328	5.23E-05	3.566	2.594		
WBGene00013160	2.76224404	2.382776833	3.488161467	8294.65754	1.63E-151	0.00E+00	protein_coding	Y53F4B.13	Y53F4B.13	FALSE	276.88	40.81	213.31	459.35	3361.40733	-0.221862919	0.3875152	29.272	25.097		
WBGene00044789	0.568087792	0.629222471	3.478167883	2139.666152	1.04E-08	4.91E-250	protein_coding	T07A9.14	T07A9.14	FALSE	79.8	53.8	83.26	601.6	2623.696155	-0.177440436	0.413779446	85.999	76.037		
WBGene00219984	2.481877942	2.992462129	3.476178989	22.10443548	3.23E-06	5.16E-08	snoRNA		F58D5.12	FALSE	25.21	3.71	33.54	47.61	65.57596059	0.130564186	0.745665751	20.71	22.623		
WBGene00018118	1.736701556	1.573219608	3.46704404	388.389416	2.47E-15	1.08E-73	protein_coding	F36H12.2	F36H12.2	FALSE	22.11	6.6	19.8	74.02	772.5768658	0.832646889	3.99E-18	12.808	22.783		
WBGene00004334	6.678516295	5.897516757	3.462738738	1156.090783	3.16E-274	7.24E-88	protein_coding	ref-1	ref-1	FALSE	272.05	2.59	157.25	28.98	75.61143632	-9.108579164	3.94E-33	3.221	0.002		
WBGene00003396	2.64395524	1.940922586	3.458974697	2684.151488	8.27E-73	6.31E-233	protein_coding	mom-4	mom-4	FALSE	149.7	23.92	92.07	264.1	1737.540487	-1.329409814	3.58E-25	34.884	13.883		
WBGene00013603	3.067672141	2.697815712	3.455773473	271.0074591	1.54E-35	3.56E-58	protein_coding	Y87G2A.17	Y87G2A.17	FALSE	38.14	4.47	29.36	49.79	99.26012619	-0.413092111	0.015647049	3.465	2.595		
WBGene00020725	3.290778192	2.895007974	3.449780109	1820.634305	3.34E-16	2.02E-22	protein_coding	cnp-3	cnp-3	FALSE	139.14	14.52	111.96	165.58	260.2552162	-4.82014999	1.03E-82	7.961	0.277		
WBGene00018797	4.281473866	3.584194151	3.446739491	4671.624962	1.47E-226	2.37E-208	protein_coding	F54D7.2	F54D7.2	FALSE	718.27	37.06	447	406.31	1683.683469	-0.68363829	2.64E-08	42.589	26.517		
WBGene00022043	4.782714226	4.548314061	3.444579065	4005.572526	0.00E+00	1.26E-211	protein_coding	psf-3	psf-3	FALSE	1175.01	42.64	1004.23	466.69	1446.135103	-1.081952919	8.26E-11	78.935	37.29		
WBGene00021279	0.114000708	0.362062007	3.443141681	26.56913473	7.13E-01	4.59E-09	protein_coding	Y23H5B.8	Y23H5B.8	FALSE	1.11	1.1	1.41	13.2	4.728756912	-4.381427598	1.05E-06	0.452	0.021		
WBGene00010976	3.792461119	3.342122489	3.440554321	138.3320348	3.78E-28	2.64E-29	protein_coding	R02D5.1	R02D5.1	FALSE	18.49	1.26	13.28	14.22	8.409762984	-1.274601392	0.023029408	0.31	0.126		
WBGene00003056	4.990624497	4.637252409	3.436871297	1979.906398	0.00E+00	6.71E-182	protein_coding	lon-2	lon-2	FALSE	242.92	7.6	190.7	82.87	199.6506538	-2.523142774	1.30E-18	5.264	0.911		
WBGene00009505	3.537285827	3.440384315	3.433445658	3888.839327	1.75E-196	1.04E-194	protein_coding	F37B12.3	F37B12.3	FALSE	595.11	51.26	559.36	556.63	2625.449202	-0.144887698	0.256681076	80.609	72.925		
WBGene00012324	4.085526999	3.429352659	3.429360938	2153.310657	1.03E-16	1.22E-16	protein_coding	rhy-1	rhy-1	FALSE	232.37	14.14	161.56	161.57	131.3531317	-2.393016343	2.06E-13	3.603	0.68		
WBGene00001087	0.733845118	0.62017811	3.418182439	6319.060542	4.89E-11	0.00E+00	protein_coding	dpy-28	dpy-28	FALSE	56.25	33.83	52.03	362.66	4705.964289	-0.079144475	0.760803703	29.253	27.691		
WBGene00022060	4.510261472	3.818474069	3.407401214	922.2800746	5.75E-126	1.35E-98	protein_coding	dmd-9	dmd-9	FALSE	197.58	8.73	125	93.93	230.5502235	-2.434191363	8.65E-18	10.666	1.972		
WBGene00008173	2.324485251	1.88255606	3.406778545	493.2802481	5.92E-31	5.59E-103	protein_coding	C48B4.10	C48B4.10	FALSE	74.45	14.76	54.71	157.88	2055.795	0.553186577	8.35E-06	69.696	102.267		
WBGene00021080	6.459581832	5.753543081	3.406548527	806.4497789	3.50E-212	5.44E-69	protein_coding	W08A12.3	W08A12.3	FALSE	274.41	3.04	168.43	32.9	13.61242159	-2.438970587	1.25E-09	0.736	0.136		
WBGene00018817	2.543341162	2.323016214	3.404721906	58.38248875	8.53E-08	7.29E-16	protein_coding	F54D12.4	F54D12.4	FALSE	46.58	7.82	41.42	89.01	153.7840976	-1.097795421	3.70E-05	45.193	21.083		
WBGene00009366	2.555401712	2.391862557	3.403385895	6467.261209	8.64E-126	3.71E-254	protein_coding	F33H2.2	F33H2.2	FALSE	275.85	47.01	247.41	499.25	3450.980341	-0.470439604	0.000781914	45.67	32.966		
WBGene00000896	6.236060437	5.949734337	3.402088152	10504.01122	0.00E+00	4.24E-144	protein_coding	dad-1	dad-1	FALSE	5781.39	77.5	4848.5	825.86	4374.033524	0.238033406	0.068405091	248.645	293.31		
WBGene00021664	0.98460905	0.662911903	3.400159304	333.2989141	2.06E-03	1.17E-71	pseudogene		Y48G1BL.5	FALSE	17.93	9.06	14.42	97.05	327.2196092	-0.769348905	0.000150676	13.143	7.715		
WBGene00000220	3.390482534	3.40819938	3.388827556	99.32804125	8.12E-26	4.88E-25	protein_coding	atf-2	atf-2	FALSE	10.41	0.94	10.32	10.19	22.88262755	0.217768418	0.527158713	0.445	0.522		
WBGene00013380	0.318774697	0.622352306	3.386831746	3719.214722	1.54E-09	3.02E-259	protein_coding	Y62E10A.14/memi-2	Y62E10A.14	FALSE	98.29	78.82	121.44	827.28	2764.595164	-2.110741665	1.52E-21	102.33	23.662		
WBGene00012832	0	0	3.386741666	1.582961329	1.00E+00	NA	protein_coding	dmd-3	dmd-3	FALSE	0	0	0	0.67	NA	NA	NA	NA	NA		
WBGene00004094	-0.469023646	-0.031178913	3.384199501	9686.194297	1.00E+00	3.99E-285	protein_coding	ppw-2	ppw-2	FALSE	62.93	87.15	85.27	912.47	7600.874685	0.490129132	0.090558754	58.224	81.816		
WBGene00008343	3.788254307	3.477790318	3.383477743	1633.110423	2.71E-113	2.04E-106	protein_coding	C56A3.4	C56A3.4	FALSE	300.77	22.01	247.89	232.16	1240.480575	-1.145979285	1.06E-19	52.54	23.753		
WBGene00018836	5.187119461	4.86221195	3.381913991	4999.27479	0.00E+00	1.46E-210	protein_coding	F54F2.9	F54F2.9	FALSE	710.62	19.5	571.08	204.38	1495.49492	0.110489238	0.487203743	25.26	27.275		
WBGene00022394	5.052376149	4.685782824	3.376106632	4086.346896	2.56E-293	2.35E-150	protein_coding	Y97E10AL.3	Y97E10AL.3	FALSE	867.66	26.12	677.98	272.94	2129.95927	-0.008618693	0.961606308	56.164	55.84		
WBGene00002117	5.040381351	5.13872873	3.375815533	110.449281	2.55E-46	5.82E-19	protein_coding	ins-34	ins-34	FALSE	55.27	1.48	56.39	16.4	28.34467363	-7.334320193	3.69E-19	4.001	0.022		
WBGene00008224	2.011340363	1.748615109	3.374197842	2182.248112	1.19E-53	1.20E-200	protein_coding	C50B8.1	C50B8.1	FALSE	290.65	72.08	242.89	750.85	2436.100202	-0.443060911	0.01657032	125.163	92.053		
WBGene00016192	5.01475588	4.599886266	3.367658214	4481.492707	0.00E+00	4.81E-179	protein_coding	bcl-7	bcl-7	FALSE	1300.63	40.18	981.25	417.03	958.0249475	-2.082990001	6.08E-26	55.013	12.979		
WBGene00000387	2.250114435	1.73395583	3.364951071	2042.086063	3.81E-59	1.89E-225	protein_coding	cdc-25.2	cdc-25.2	FALSE	102.58	21.54	71.83	222.85	866.620374	-7.423644714	2.43E-167	24.816	0.143		
WBGene00000913	0.542671204	0.645661951	3.363820768	31603.89166	1.43E-10	2.70E-256	protein_coding	daf-18	daf-18	FALSE	371.91	255.66	400.23	2640.43	17646.69935	-1.802305265	5.63E-31	243.291	69.715		
WBGene00000877	4.734337179	4.152832659	3.363413729	4745.573392	1.86E-219	5.60E-143	protein_coding	cyn-1	cyn-1	FALSE	1683.32	63.56	1140.04	658.73	6430.147942	0.290158969	0.102619738	251.154	307.127		
WBGene00012128	2.418923292	2.141369238	3.363349858	6244.930011	1.13E-96	1.05E-237	protein_coding	nra-1	nra-1	FALSE	315.74	59.16	261.71	611.22	4482.91816	-0.248376666	0.100764473	67.671	56.974		
WBGene00018960	1.509138451	1.23797587	3.362229211	3456.511414	2.72E-26	1.24E-189	protein_coding	F56D1.2	F56D1.2	FALSE	98.48	34.77	82.21	359.37	1987.380296	-1.527721876	1.83E-22	35.679	12.368		
WBGene00013742	0.912317537	1.175149883	3.358657689	2967.083314	2.16E-26	1.97E-212	protein_coding	sas-1	Y111B2A.24	FALSE	82.22	43.81	99.14	451.44	1861.984638	0.523194888	0.000877862	26.518	38.127		
WBGene00022466	3.1596684	2.996082369	3.352652556	3385.46175	7.98E-146	6.73E-182	protein_coding	Y119C1A.1	Y119C1A.1	FALSE	359.2	40.39	323.91	414.92	1777.340602	-1.112854642	7.93E-21	53.894	24.931		
WBGene00006996	0.120097416	0.183022826	3.34965365	17996.82647	9.28E-02	4.19E-272	protein_coding	zyg-11	zyg-11	FALSE	200.02	184.35	209.34	1885.03	5094.80664	-1.970608994	5.14E-20	86.548	22.056		
WBGene00010555	0.55150337	0.212006187	3.347053455	3229.405053	9.32E-02	2.14E-211	protein_coding	K04C1.5	K04C1.5	FALSE	116.27	79.33	91.92	810.18	1642.632751	-7.261390081	1.07E-302	83.028	0.542		
WBGene00015164	0.190709547	0.15252557	3.343316931	1051.819397	3.74E-01	3.43E-153	protein_coding	ykt-6	ykt-6	FALSE	31.2	27.37	30.46	279.53	2464.545955	0.562500655	1.20E-07	52.217	77.152		
WBGene00009556	5.473293662	4.772615764	3.342601224	2552.972641	2.86E-301	5.67E-144	protein_coding	F39B2.5	F39B2.5	FALSE	1051.61	23.58	650.7	240.91	448.2268978	-1.14288656	2.20E-14	27.091	12.285		
WBGene00003582	3.05984213	2.737463257	3.335039192	5956.636367	2.96E-186	4.90E-276	protein_coding	dcap-2	dcap-2	FALSE	320.5	38.45	257.12	389.26	2554.975532	-1.220720901	3.18E-09	39.802	17.067		
WBGene00010418	3.950235119	3.640777311	3.328071102	3165.377098	1.23E-225	7.02E-187	protein_coding	H27A22.1	H27A22.1	FALSE	436.2	28.29	355.06	285.76	1993.567039	-0.08515352	0.56732515	45.036	42.466		
WBGene00013877	1.584131761	1.53802858	3.326943811	3997.868288	5.68E-51	1.09E-237	protein_coding	ZC376.6	ZC376.6	FALSE	77.51	25.9	75.37	260.9	3635.589345	-0.340969416	0.018656555	32.745	25.851		
WBGene00018239	2.783296695	2.515624433	3.323672204	873.5095859	1.27E-73	7.17E-129	protein_coding	sec-20	sec-20	FALSE	118.83	17.2	98.93	173.46	1053.891231	-0.117579747	0.223121874	34.512	31.815		
WBGene00020104	5.478932965	4.612139674	3.322004123	1775.220148	2.75E-300	6.29E-150	protein_coding	R148.5	R148.5	FALSE	243.57	5.42	133.61	54.54	79.75066025	-1.9621013	1.12E-14	1.755	0.453		
WBGene00194853	3.565442219	2.892859771	3.320766895	66.26312091	1.85E-11	1.03E-14	antisense		Y111B2A.29	FALSE	25.4	2.15	17.14	23.24	NA	NA	NA	NA	NA		
WBGene00014031	3.974647737	3.340198573	3.316172255	379.896286	1.89E-70	2.85E-68	protein_coding	ZK637.14	ZK637.14	FALSE	103.86	6.51	66.96	65.85	320.4960812	1.800488477	5.39E-39	5.516	19.271		
WBGene00013726	5.752499097	5.403339823	3.315605656	786.9255313	6.10E-222	7.42E-78	protein_coding	Y106G6H.16	Y106G6H.16	FALSE	407.27	7.45	322.95	75.72	273.5109131	-0.218726018	0.059408556	17.429	14.974		
WBGene00007225	4.45829647	4.139959658	3.307321111	15262.95221	8.61E-291	3.87E-185	protein_coding	C01G6.3	C01G6.3	FALSE	2561.45	116.85	2071.76	1162.1	1575.746206	-5.738679991	2.37E-151	71.697	1.346		
WBGene00020006	4.30779176	3.823205504	3.29648029	1197.585049	2.04E-183	2.04E-133	protein_coding	set-15	set-15	FALSE	113.85	5.71	81.37	56.45	133.2706519	-4.299386082	3.43E-87	3.284	0.164		
WBGene00012804	1.867167452	1.656752423	3.295426716	1147.483778	8.97E-36	2.72E-142	protein_coding	Y43F4B.7	Y43F4B.7	FALSE	59.39	16.31	51.66	161.26	1206.651899	-0.868699589	1.54E-08	28.676	15.705		
WBGene00010137	0.969061043	0.979784389	3.295105767	132.0666443	3.44E-03	8.96E-28	protein_coding	ztf-26	ztf-26	FALSE	4.67	2.43	4.81	24.39	23.22108198	0.220445044	0.716365488	0.458	0.531		
WBGene00195005	6.228432597	6.796737015	3.28907173	34.56276125	9.31E-18	2.31E-04	ncRNA		ZK809.10	FALSE	87.03	0.35	85.06	6.87	8.061793692	-0.230661127	0.597497687	2.564	2.183		
WBGene00012861	4.469644726	3.888859542	3.280409889	177.3063146	3.33E-43	6.33E-30	protein_coding	Y45F3A.4	Y45F3A.4	FALSE	51.3	2.29	34.65	22.65	31.74930942	-0.797417288	0.01153207	1.488	0.852		
WBGene00014061	5.29106669	4.935676615	3.279944839	190.1830606	6.72E-64	9.89E-27	protein_coding	ZK673.5	ZK673.5	FALSE	109.53	2.62	84.6	26.57	7.420738806	-5.389933322	1.74E-08	0.984	0.017		
WBGene00018479	1.360398611	2.347431751	3.278729336	4.694845255	5.39E-02	4.77E-03	protein_coding	otpl-6	otpl-6	FALSE	0.15	0.03	0.26	0.56	0.488736111	-1.141189745	0.521330235	0.011	0.004		
WBGene00015903	-0.542155451	-0.053399211	3.27619508	421.5388517	1.00E+00	2.15E-68	protein_coding	C17E7.9	C17E7.9	FALSE	8.72	12.89	12.38	125.91	435.405702	-7.098841481	3.51E-151	25.503	0.186		
WBGene00010550	0.316452195	0.353444291	3.27377952	575.447106	4.05E-02	7.19E-113	protein_coding	K04B12.2	K04B12.2	FALSE	10.76	8.64	11.04	84.05	155.1694503	-3.065335378	2.09E-44	4.195	0.497		
WBGene00002062	1.800267333	1.850496546	3.273627917	158.0572603	3.00E-13	6.10E-41	protein_coding	ife-4	ife-4	FALSE	14.97	4.22	15.43	41.65	83.40292595	-1.949134715	1.79E-19	4.66	1.203		
WBGene00016158	1.983987304	1.997943122	3.272535859	3063.277163	2.38E-63	4.16E-169	protein_coding	ari-1	ari-1	FALSE	137.37	34.83	139.6	338.28	3880.098172	0.877485513	1.45E-17	41.274	75.864		
WBGene00000901	5.403760535	4.9672959	3.272407107	3313.622503	0.00E+00	3.09E-154	protein_coding	daf-5	daf-5	FALSE	343.35	8.13	255.5	78.76	351.1296397	-2.123204774	1.47E-15	6.81	1.56		
WBGene00012317	5.079346521	4.281125514	3.272254409	2953.130048	0.00E+00	1.81E-187	protein_coding	ztf-6	ztf-6	FALSE	399.32	11.8	231.13	114.74	831.3107849	-0.293704101	0.279653442	13.293	10.848		
WBGene00013086	2.239761634	1.912817743	3.269784453	119.075429	2.98E-09	9.40E-26	protein_coding	arrd-2	arrd-2	FALSE	11.14	2.36	9.11	23.58	21.00354744	-5.205751653	2.22E-17	1.102	0.031		
WBGene00007342	5.173261915	5.328317114	3.267834301	236.2562681	1.27E-88	4.05E-31	protein_coding	C05D12.5	C05D12.5	FALSE	64.81	1.73	73.42	17.46	2.503387371	-4.204143754	2.75E-05	0.197	0.005		
WBGene00016156	2.955467804	2.63637594	3.266549911	3321.248211	4.15E-102	4.44E-156	protein_coding	C27A12.6	C27A12.6	FALSE	262.89	34.12	213.25	330.35	2245.71597	-0.780540949	8.32E-15	47.098	27.433		
WBGene00009223	3.295841988	3.012282925	3.266135579	1452.922609	1.83E-134	3.83E-157	protein_coding	F28F8.5	F28F8.5	FALSE	314.34	31.93	259.02	308.92	1184.338475	-1.458060127	4.89E-26	70.934	25.82		
WBGene00022438	3.809977434	3.855488087	3.263797786	49.66680899	8.73E-17	7.43E-12	protein_coding	Y110A2AL.1	Y110A2AL.1	FALSE	15.13	0.94	14.87	9.78	4.148088186	-5.288807057	1.50E-07	0.425	0		
WBGene00000120	5.714293672	5.313983948	3.263048887	4004.414841	0.00E+00	1.24E-179	protein_coding	aly-1	aly-1	FALSE	1383.91	26.34	1057.3	254.62	176.9601956	-2.655825498	4.02E-28	11.773	1.859		
WBGene00001950	3.387468248	3.165471786	3.256995158	99.51207887	1.70E-21	2.38E-22	protein_coding	hlh-3	hlh-3	FALSE	18.81	1.75	16.44	17.53	40.86180243	-5.138972649	1.03E-33	2.89	0.077		
WBGene00013543	5.362103523	4.597360369	3.255009946	672.6594627	3.40E-170	9.32E-81	protein_coding	Y75B8A.6	Y75B8A.6	FALSE	173.88	4.16	101.7	39.99	25.94512077	0.075719502	0.850189026	0.673	0.702		
WBGene00018238	0.732225647	0.385278745	3.250663447	773.9832123	1.07E-02	5.84E-137	protein_coding	F40F4.7	F40F4.7	FALSE	28.94	17.39	22.72	166.38	380.9965543	-3.933935558	3.21E-96	17.006	1.107		
WBGene00220190	3.122267586	3.13169455	3.243831652	4.25104314	1.36E-02	1.11E-02	ncRNA		Y65B4BM.2	FALSE	11.82	0.3	8.16	9.06	1.740584255	-2.788314753	0.020322415	1.27	0.168		
WBGene00012033	4.294579823	4.12974749	3.24293757	6828.96725	0.00E+00	7.14E-214	protein_coding	T26C5.3	T26C5.3	FALSE	493.67	25.15	442.4	239.04	2982.508346	0.146452316	0.168900844	30.701	33.989		
WBGene00013106	1.398192226	1.114289833	3.241229204	4329.684741	2.30E-24	1.67E-200	protein_coding	set-26	set-26	FALSE	59.95	22.79	49.41	216.35	2506.261878	-0.064096126	0.83941201	15.428	14.757		
WBGene00000884	3.97723263	3.609810981	3.240024638	3029.604826	3.09E-264	2.06E-210	protein_coding	cyn-8	cyn-8	FALSE	312.58	19.81	242.79	187.85	245.5481676	-3.498431199	1.16E-29	7.02	0.618		
WBGene00235257	5.097105195	5.590864427	3.235292821	9.467794432	4.61E-07	8.50E-03	protein_coding	T05C7.4	T05C7.4	FALSE	16.84	0	11.33	1.85	NA	NA	NA	NA	NA		
WBGene00003865	3.756186181	3.424890855	3.229569496	24706.49463	0.00E+00	0.00E+00	protein_coding	oma-2	oma-2	FALSE	2936.96	217.3	2339.06	2042.64	12236.25732	-4.683962557	7.20E-113	453.139	17.58		
WBGene00001492	4.345294861	4.111707361	3.229543488	753.7434508	6.33E-164	1.26E-97	protein_coding	frm-5.1	frm-5.1	FALSE	33.36	1.63	28.44	15.4	67.3958335	-2.999268038	1.79E-37	0.758	0.095		
WBGene00015910	4.800764756	4.80854454	3.227203115	30.99857714	2.74E-14	1.57E-06	protein_coding	C17F4.2	C17F4.2	FALSE	18.09	0.46	15.9	5.14	1.309644243	-3.236780224	0.003056451	0.188	0.008		
WBGene00006395	5.178775641	4.652710566	3.22210569	2078.830266	0.00E+00	1.93E-160	protein_coding	taf-11.3	taf-11.3	FALSE	674.26	18.53	470.05	174.11	300.5128057	0.072864174	0.745373832	10.748	11.317		
WBGene00008147	2.825588081	2.556659985	3.222035139	2773.418889	1.19E-106	6.65E-169	protein_coding	C47E12.2	C47E12.2	FALSE	307.51	43.41	256.51	407.15	2238.289471	-0.82094251	1.06E-10	69.899	39.573		
WBGene00016702	0.362900556	0.301980133	3.218534418	1243.072005	3.11E-02	1.28E-155	protein_coding	C46A5.6	C46A5.6	FALSE	44.77	34.87	43.04	326.35	2704.307317	0.377868235	0.013760115	64.708	84.075		
WBGene00016824	3.472786252	2.8165317	3.214191031	2008.843332	6.74E-139	2.85E-180	protein_coding	C50E3.13	C50E3.13	FALSE	263.02	23.64	167.07	220.18	694.8411579	-7.678136829	1.46E-196	29.204	0.145		
WBGene00017614	3.61631544	3.111942697	3.213056193	23.36327986	1.16E-06	6.28E-07	protein_coding	F20A1.2	F20A1.2	FALSE	3.69	0.24	2.38	2.56	3.237202143	-4.927930752	4.97E-06	0.147	0		
WBGene00002210	-0.421587951	-0.642425019	3.204118449	522.0845668	1.00E+00	2.46E-70	protein_coding	kin-29	kin-29	FALSE	3.65	4.94	3.14	45.87	158.7546117	0.661988405	0.000593554	1.085	1.718		
WBGene00001486	1.432200476	1.172493377	3.199533282	330.351361	2.28E-06	4.00E-42	protein_coding	frh-1	frh-1	FALSE	37.9	14.2	32.33	133.11	576.0851393	-0.59297618	2.07E-06	34.265	22.743		
WBGene00195244	5.458886228	4.3946404	3.198449841	63.50595199	4.28E-22	2.28E-11	protein_coding	F30A10.15	F30A10.15	FALSE	44.7	0.84	19.86	8.54	8.716473172	-3.741315703	3.76E-10	1.006	0.074		
WBGene00022508	2.636329739	3.335300568	3.195704425	735.6725713	2.77E-114	2.34E-103	protein_coding	ZC53.1	ZC53.1	FALSE	51.04	8.19	83.03	75.35	245.1222438	-8.328523457	6.93E-66	9.919	0.032		
WBGene00004384	6.257428723	5.959065931	3.193638916	19415.69218	0.00E+00	1.86E-172	protein_coding	rnp-1	rnp-1	FALSE	3167.48	41.51	2603.91	381.68	2560.805328	-2.077682004	1.82E-34	74.591	17.656		
WBGene00007185	5.12423642	4.585253383	3.193572526	1925.028408	1.31E-215	2.73E-102	protein_coding	nlp-36	nlp-36	FALSE	1082.43	31.34	762.88	289.95	513.2890746	-0.043904527	0.893095849	33.324	32.326		
WBGene00006618	3.890398246	4.809108628	3.185853998	6358.384236	0.00E+00	2.04E-177	protein_coding	trt-1	trt-1	FALSE	423.92	28.66	809.03	262.13	1764.330886	-1.191303422	6.60E-22	38.715	16.951		
WBGene00020447	1.715527177	1.351073656	3.180437277	1382.465207	5.20E-26	2.55E-143	protein_coding	T12B3.4	T12B3.4	FALSE	93.17	28.43	72.78	259.28	1637.775592	0.968038834	2.85E-11	26.155	51.211		
WBGene00020941	6.445285978	5.716422368	3.178395948	1119.07547	1.09E-278	4.15E-79	protein_coding	W02D7.5	W02D7.5	FALSE	430.02	4.86	261.07	44.74	132.8286321	-1.638801307	2.66E-24	7.113	2.302		
WBGene00013739	3.349727062	2.873697339	3.177622026	3847.602948	2.79E-197	2.14E-240	protein_coding	spin-4	spin-4	FALSE	375.61	36.8	270.49	334.01	687.5042224	0.781068758	0.002066749	8.574	14.751		
WBGene00017886	4.743671611	4.280928435	3.175059461	6956.232818	0.00E+00	1.80E-213	protein_coding	F28B3.5	F28B3.5	FALSE	840.61	31.42	614.02	285	2295.076306	-0.255079958	0.026622192	37.392	31.337		
WBGene00010036	2.152790222	1.792694055	3.161176014	1796.796273	1.34E-56	5.58E-177	protein_coding	cpar-1	cpar-1	FALSE	211.92	47.6	165.39	427.67	2060.940101	-1.859911107	2.62E-22	109.22	30.065		
WBGene00044614	3.991402451	3.829957252	3.155406689	1155.103077	2.77E-158	2.93E-105	protein_coding	C36B1.14	C36B1.14	FALSE	472.41	29.79	428.56	268.25	910.8287305	-0.950781354	1.31E-15	76.932	39.814		
WBGene00009435	1.912097686	1.286597646	3.151397846	5228.697935	1.80E-45	1.62E-271	protein_coding	F35G2.1	F35G2.1	FALSE	184.35	48.96	119.57	436.11	5205.68349	-0.387860419	0.113157051	64.617	49.374		
WBGene00014210	3.534854479	3.389724569	3.150316242	53.98116309	1.14E-13	1.23E-11	protein_coding	ZK1067.4	ZK1067.4	FALSE	5.11	0.41	4.59	3.88	8.682050742	-1.124444027	0.031050599	0.207	0.093		
